Uvid,Manufacturer,Range,SubRange,Trim,Derivative,Series,RangeStartDate,RangeEndDate,BodyStyle,IsFacelift,Transmission,FuelType,Aspiration,EngineCapacity,PowerBhp,DriveType,GearCount,DoorCount,VehicleClass
A23630,Audi,A3,NULL,NULL,1.9TD,8L,01/08/1999,01/01/2001,Hatchback,0,Manual,Diesel,Turbocharged,1896,90,FWD,5,3,Car
A23631,Audi,A3,NULL,NULL,1.9TD,8L,01/08/1999,01/01/2001,Hatchback,0,Manual,Diesel,Turbocharged,1896,90,FWD,5,5,Car
A23634,Audi,A3,NULL,SE,1.6,8L,01/08/1999,01/01/2003,Hatchback,0,Manual,Petrol,Naturally Aspirated,1595,101,FWD,5,5,Car
A23629,Audi,A3,NULL,NULL,1.9TD,8L,01/08/1999,01/01/2001,Hatchback,0,Automatic,Diesel,Turbocharged,1896,110,FWD,4,5,Car
A23643,Audi,A3,NULL,Sport,1.6,8L,01/08/1999,01/01/2003,Hatchback,0,Automatic,Petrol,Naturally Aspirated,1595,101,FWD,4,5,Car
A23638,Audi,A3,NULL,SE,1.9TD,8L,01/08/1999,01/01/2001,Hatchback,0,Automatic,Diesel,Turbocharged,1896,90,FWD,4,5,Car
A23625,Audi,A3,NULL,NULL,1.8,8L,01/08/1999,01/01/2003,Hatchback,0,Automatic,Petrol,Naturally Aspirated,1781,125,FWD,4,5,Car
A23627,Audi,A3,NULL,NULL,1.9TD,8L,01/08/1999,01/01/2001,Hatchback,0,Automatic,Diesel,Turbocharged,1896,90,FWD,4,3,Car
A23635,Audi,A3,NULL,SE,1.8,8L,01/08/1999,01/01/2003,Hatchback,0,Automatic,Petrol,Naturally Aspirated,1781,125,FWD,4,5,Car
A23637,Audi,A3,NULL,SE,1.9TD,8L,01/08/1999,01/01/2001,Hatchback,0,Automatic,Diesel,Turbocharged,1896,90,FWD,4,3,Car
A23640,Audi,A3,NULL,SE,1.9TD,8L,01/08/1999,01/01/2001,Hatchback,0,Manual,Diesel,Turbocharged,1896,90,FWD,5,3,Car
A23649,Audi,A3,NULL,T quattro Sport,1.8,8L,01/08/1999,01/01/2000,Hatchback,0,Manual,Petrol,Turbocharged,1781,180,4X4,5,5,Car
A23650,Audi,A3,NULL,T Sport,1.8,8L,01/08/1999,01/01/2002,Hatchback,0,Automatic,Petrol,Turbocharged,1781,150,FWD,4,5,Car
A23654,Audi,TT Roadster,NULL,T quattro,1.8,8N,01/08/1999,01/01/2000,Convertible,0,Manual,Petrol,Turbocharged,1781,180,4X4,5,2,Car
A23653,Audi,S6 Saloon,NULL,quattro,4.2,C5,01/08/1999,31/12/2004,Saloon,0,Automatic,Petrol,Naturally Aspirated,4172,340,4X4,5,4,Car
A23624,Audi,A3,NULL,NULL,1.6,8L,01/08/1999,01/01/2003,Hatchback,0,Manual,Petrol,Naturally Aspirated,1595,101,FWD,5,5,Car
A23636,Audi,A3,NULL,SE,1.8,8L,01/08/1999,01/01/2003,Hatchback,0,Manual,Petrol,Naturally Aspirated,1781,125,FWD,5,5,Car
A23641,Audi,A3,NULL,SE,1.9TD,8L,01/08/1999,01/01/2001,Hatchback,0,Manual,Diesel,Turbocharged,1896,90,FWD,5,5,Car
A23642,Audi,A3,NULL,SE,1.9TD,8L,01/08/1999,01/01/2001,Hatchback,0,Manual,Diesel,Turbocharged,1896,110,FWD,5,5,Car
A23644,Audi,A3,NULL,Sport,1.6,8L,01/08/1999,01/01/2003,Hatchback,0,Manual,Petrol,Naturally Aspirated,1595,101,FWD,5,5,Car
A23645,Audi,A3,NULL,Sport,1.8,8L,01/08/1999,01/01/2003,Hatchback,0,Automatic,Petrol,Naturally Aspirated,1781,125,FWD,4,5,Car
A23651,Audi,A3,NULL,T Sport,1.8,8L,01/08/1999,01/01/2003,Hatchback,0,Manual,Petrol,Turbocharged,1781,150,FWD,5,5,Car
A23632,Audi,A3,NULL,NULL,1.9TD,8L,01/08/1999,01/01/2001,Hatchback,0,Manual,Diesel,Turbocharged,1896,110,FWD,5,5,Car
A23646,Audi,A3,NULL,Sport,1.8,8L,01/08/1999,01/01/2003,Hatchback,0,Manual,Petrol,Naturally Aspirated,1781,125,FWD,5,5,Car
A23648,Audi,A3,NULL,Sport,1.9TD,8L,01/08/1999,01/01/2001,Hatchback,0,Manual,Diesel,Turbocharged,1896,110,FWD,5,5,Car
A23655,Audi,TT Roadster,NULL,T quattro,1.8,8N,01/08/1999,31/10/2005,Convertible,0,Manual,Petrol,Turbocharged,1781,225,4X4,6,2,Car
A23623,Audi,A3,NULL,NULL,1.6,8L,01/08/1999,01/01/2003,Hatchback,0,Automatic,Petrol,Naturally Aspirated,1595,101,FWD,4,5,Car
A23626,Audi,A3,NULL,NULL,1.8,8L,01/08/1999,01/01/2003,Hatchback,0,Manual,Petrol,Naturally Aspirated,1781,125,FWD,5,5,Car
A23633,Audi,A3,NULL,SE,1.6,8L,01/08/1999,01/01/2003,Hatchback,0,Automatic,Petrol,Naturally Aspirated,1595,101,FWD,4,5,Car
A23639,Audi,A3,NULL,SE,1.9TD,8L,01/08/1999,01/01/2001,Hatchback,0,Automatic,Diesel,Turbocharged,1896,110,FWD,4,5,Car
A23647,Audi,A3,NULL,Sport,1.9TD,8L,01/08/1999,01/01/2001,Hatchback,0,Automatic,Diesel,Turbocharged,1896,110,FWD,4,5,Car
A23652,Audi,S6 Avant,NULL,quattro,4.2,C5,01/08/1999,31/12/2004,Estate,0,Automatic,Petrol,Naturally Aspirated,4172,340,4X4,5,5,Car
A23776,Audi,Cabriolet,NULL,Final Edition,2.6,MK1,01/09/1999,01/01/2001,Cabriolet,0,Automatic,Petrol,Naturally Aspirated,2598,150,FWD,4,2,Car
A23777,Audi,Cabriolet,NULL,Final Edition,2.6,MK1,01/09/1999,01/01/2001,Cabriolet,0,Manual,Petrol,Naturally Aspirated,2598,150,FWD,5,2,Car
A23775,Audi,Cabriolet,NULL,Final Edition,1.8,MK1,01/09/1999,01/01/2001,Cabriolet,0,Manual,Petrol,Naturally Aspirated,1781,125,FWD,5,2,Car
A23778,Audi,Cabriolet,NULL,Final Edition,2.8,MK1,01/09/1999,01/01/2001,Cabriolet,0,Automatic,Petrol,Naturally Aspirated,2771,174,FWD,4,2,Car
A23779,Audi,Cabriolet,NULL,Final Edition,2.8,MK1,01/09/1999,01/01/2001,Cabriolet,0,Manual,Petrol,Naturally Aspirated,2771,174,FWD,5,2,Car
A24025,Audi,A8,NULL,quattro,4.2,4D,01/10/1999,01/01/2002,Saloon,1,Automatic,Petrol,Naturally Aspirated,4172,310,4X4,5,4,Car
A24358,Audi,A4 Avant,NULL,NULL,1.6,B5,01/11/1999,01/01/2000,Estate,0,Automatic,Petrol,Naturally Aspirated,1595,101,FWD,4,5,Car
A24557,Audi,A6 Avant,NULL,T quattro Sport,2.7,C5,01/12/1999,01/01/2001,Estate,0,Automatic,Petrol,Turbocharged,2671,230,4X4,5,5,Car
A24558,Audi,A6 Avant,NULL,T quattro Sport,2.7,C5,01/12/1999,01/01/2001,Estate,0,Manual,Petrol,Turbocharged,2671,230,4X4,6,5,Car
A24559,Audi,A6 Saloon,NULL,quattro SE,2.4,C5,01/12/1999,01/01/2001,Saloon,0,Automatic,Petrol,Naturally Aspirated,2393,165,4X4,5,4,Car
A24566,Audi,A6 Saloon,NULL,T quattro,1.8,C5,01/12/1999,01/01/2003,Saloon,0,Manual,Petrol,Turbocharged,1781,150,4X4,5,4,Car
A24565,Audi,A6 Saloon,NULL,quattro Sport,4.2,C5,01/12/1999,01/01/2003,Saloon,0,Automatic,Petrol,Naturally Aspirated,4172,300,4X4,5,4,Car
A24569,Audi,A6 Saloon,NULL,T quattro Sport,2.7,C5,01/12/1999,01/01/2001,Saloon,0,Manual,Petrol,Turbocharged,2671,230,4X4,6,4,Car
A24552,Audi,A6 Avant,NULL,quattro Sport,2.8,C5,01/12/1999,01/01/2001,Estate,0,Automatic,Petrol,Naturally Aspirated,2771,193,4X4,5,5,Car
A24555,Audi,A6 Avant,NULL,T quattro,1.8,C5,01/12/1999,01/01/2003,Estate,0,Manual,Petrol,Turbocharged,1781,150,4X4,5,5,Car
A24560,Audi,A6 Saloon,NULL,quattro SE,2.4,C5,01/12/1999,01/01/2001,Saloon,0,Manual,Petrol,Naturally Aspirated,2393,165,4X4,5,4,Car
A24562,Audi,A6 Saloon,NULL,quattro Sport,2.5TD,C5,01/12/1999,01/01/2003,Saloon,0,Manual,Diesel,Turbocharged,2496,180,4X4,6,4,Car
A24564,Audi,A6 Saloon,NULL,quattro Sport,2.8,C5,01/12/1999,01/01/2001,Saloon,0,Manual,Petrol,Naturally Aspirated,2771,193,4X4,5,4,Car
A24568,Audi,A6 Saloon,NULL,T quattro Sport,2.7,C5,01/12/1999,01/01/2001,Saloon,0,Automatic,Petrol,Turbocharged,2671,230,4X4,5,4,Car
A24549,Audi,A6 Avant,NULL,quattro SE,2.4,C5,01/12/1999,01/01/2001,Estate,0,Manual,Petrol,Naturally Aspirated,2393,165,4X4,5,5,Car
A24551,Audi,A6 Avant,NULL,quattro Sport,2.5TD,C5,01/12/1999,01/01/2003,Estate,0,Manual,Diesel,Turbocharged,2496,180,4X4,6,5,Car
A24563,Audi,A6 Saloon,NULL,quattro Sport,2.8,C5,01/12/1999,01/01/2001,Saloon,0,Automatic,Petrol,Naturally Aspirated,2771,193,4X4,5,4,Car
A24567,Audi,A6 Saloon,NULL,T quattro SE,1.8,C5,01/12/1999,01/01/2003,Saloon,0,Manual,Petrol,Turbocharged,1781,150,4X4,5,4,Car
A24548,Audi,A6 Avant,NULL,quattro SE,2.4,C5,01/12/1999,01/01/2001,Estate,0,Automatic,Petrol,Naturally Aspirated,2393,165,4X4,5,5,Car
A24550,Audi,A6 Avant,NULL,quattro Sport,2.5TD,C5,01/12/1999,01/01/2003,Estate,0,Automatic,Diesel,Turbocharged,2496,180,4X4,5,5,Car
A24561,Audi,A6 Saloon,NULL,quattro Sport,2.5TD,C5,01/12/1999,01/01/2001,Saloon,0,Automatic,Diesel,Turbocharged,2496,180,4X4,5,4,Car
A24553,Audi,A6 Avant,NULL,quattro Sport,2.8,C5,01/12/1999,01/01/2001,Estate,0,Manual,Petrol,Naturally Aspirated,2771,193,4X4,5,5,Car
A24554,Audi,A6 Avant,NULL,quattro Sport,4.2,C5,01/12/1999,01/01/2003,Estate,0,Automatic,Petrol,Naturally Aspirated,4172,300,4X4,5,5,Car
A24556,Audi,A6 Avant,NULL,T quattro SE,1.8,C5,01/12/1999,01/01/2003,Estate,0,Manual,Petrol,Turbocharged,1781,150,4X4,5,5,Car
A24720,Audi,A4 Avant,NULL,SE,1.9TD,B5,01/01/2000,01/01/2001,Estate,0,Automatic,Diesel,Turbocharged,1896,115,FWD,5,5,Car
A24718,Audi,A4,NULL,SE,1.9TD,B5,01/01/2000,01/01/2001,Saloon,0,Manual,Diesel,Turbocharged,1896,115,FWD,5,4,Car
A24721,Audi,A4 Avant,NULL,SE,1.9TD,B5,01/01/2000,01/01/2001,Estate,0,Manual,Diesel,Turbocharged,1896,115,FWD,5,5,Car
A24717,Audi,A4,NULL,SE,1.9TD,B5,01/01/2000,01/01/2001,Saloon,0,Automatic,Diesel,Turbocharged,1896,115,FWD,5,4,Car
A24719,Audi,A4 Avant,NULL,quattro,2.5TD,B5,01/01/2000,01/01/2001,Estate,0,Automatic,Diesel,Turbocharged,2496,150,4X4,5,5,Car
A25440,Audi,allroad,NULL,quattro,2.7,C5,01/04/2000,01/01/2003,Estate,0,Automatic,Petrol,Turbocharged,2671,250,4X4,5,5,Car
A25438,Audi,allroad,NULL,quattro,2.5TD,C5,01/04/2000,01/01/2003,Estate,0,Automatic,Diesel,Turbocharged,2496,180,4X4,5,5,Car
A25439,Audi,allroad,NULL,quattro,2.5TD,C5,01/04/2000,01/01/2003,Estate,0,Manual,Diesel,Turbocharged,2496,180,4X4,6,5,Car
A25442,Audi,RS4 Avant,NULL,quattro,2.7,B5,01/04/2000,01/01/2001,Estate,0,Manual,Petrol,Turbocharged,2671,380,4X4,6,5,Car
A25441,Audi,allroad,NULL,quattro,2.7,C5,01/04/2000,01/01/2003,Estate,0,Manual,Petrol,Turbocharged,2671,250,4X4,6,5,Car
A25507,Audi,A6 Avant,NULL,SE,2.4,C5,01/05/2000,01/01/2001,Estate,0,CVT,Petrol,Naturally Aspirated,2393,165,FWD,6,5,Car
A25508,Audi,A6 Saloon,NULL,SE,2.4,C5,01/05/2000,01/01/2001,Saloon,0,CVT,Petrol,Naturally Aspirated,2393,165,FWD,6,4,Car
A26055,Audi,A2,NULL,SE,1.4,8Z,01/08/2000,31/12/2004,Hatchback,0,Manual,Petrol,Naturally Aspirated,1390,75,FWD,5,5,Car
A26056,Audi,A2,NULL,SE,1.4TD,8Z,01/08/2000,31/03/2004,Hatchback,0,Manual,Diesel,Turbocharged,1422,75,FWD,5,5,Car
A26053,Audi,A2,NULL,NULL,1.4,8Z,01/08/2000,31/12/2004,Hatchback,0,Manual,Petrol,Naturally Aspirated,1390,75,FWD,5,5,Car
A26054,Audi,A2,NULL,NULL,1.4TD,8Z,01/08/2000,31/03/2004,Hatchback,0,Manual,Diesel,Turbocharged,1422,75,FWD,5,5,Car
A26288,Audi,A3,NULL,T quattro Sport,1.8,8L,01/09/2000,01/01/2003,Hatchback,0,Manual,Petrol,Turbocharged,1781,180,4X4,6,3,Car
A26289,Audi,A3,NULL,T quattro Sport,1.8,8L,01/09/2000,01/01/2003,Hatchback,0,Manual,Petrol,Turbocharged,1781,180,4X4,6,5,Car
A26290,Audi,TT Coupe,NULL,T quattro,1.8,A4,01/09/2000,31/10/2005,Coupe,0,Manual,Petrol,Turbocharged,1781,180,4X4,6,3,Car
A26291,Audi,TT Roadster,NULL,T quattro,1.8,8N,01/09/2000,31/10/2005,Convertible,0,Manual,Petrol,Turbocharged,1781,180,4X4,6,2,Car
A26706,Audi,A6 Saloon,NULL,NULL,1.9TD,C5,01/10/2000,01/01/2001,Saloon,0,Manual,Diesel,Turbocharged,1896,115,FWD,5,4,Car
A26707,Audi,A6 Saloon,NULL,SE,1.9TD,C5,01/10/2000,01/01/2001,Saloon,0,Manual,Diesel,Turbocharged,1896,115,FWD,5,4,Car
A26708,Audi,A8,NULL,quattro,2.8,4D,01/10/2000,01/01/2002,Saloon,1,Automatic,Petrol,Naturally Aspirated,2771,193,4X4,5,4,Car
A26704,Audi,A6 Avant,NULL,NULL,1.9TD,C5,01/10/2000,01/01/2001,Estate,0,Manual,Diesel,Turbocharged,1896,115,FWD,5,5,Car
A26705,Audi,A6 Avant,NULL,SE,1.9TD,C5,01/10/2000,01/01/2001,Estate,0,Manual,Diesel,Turbocharged,1896,115,FWD,5,5,Car
A26709,Audi,A8,NULL,quattro Sport,2.8,4D,01/10/2000,01/01/2002,Saloon,1,Automatic,Petrol,Naturally Aspirated,2771,193,4X4,5,4,Car
A27277,Audi,A4,NULL,quattro SE,3,B6,01/12/2000,01/10/2001,Saloon,0,Manual,Petrol,Naturally Aspirated,2976,220,4X4,5,4,Car
A27272,Audi,A4,NULL,NULL,1.9TD,B6,01/12/2000,01/01/2003,Saloon,0,Manual,Diesel,Turbocharged,1896,130,FWD,5,4,Car
A27286,Audi,A4,NULL,T quattro SE,1.8,B6,01/12/2000,01/01/2002,Saloon,0,Manual,Petrol,Turbocharged,1781,150,4X4,5,4,Car
A27289,Audi,A4,NULL,T Sport,1.8,B6,01/12/2000,01/01/2002,Saloon,0,Manual,Petrol,Turbocharged,1781,150,FWD,5,4,Car
A27273,Audi,A4,NULL,NULL,2,B6,01/12/2000,30/09/2004,Saloon,0,Manual,Petrol,Naturally Aspirated,1984,130,FWD,5,4,Car
A27275,Audi,A4,NULL,quattro,3,B6,01/12/2000,01/10/2001,Saloon,0,Manual,Petrol,Naturally Aspirated,2976,220,4X4,5,4,Car
A27278,Audi,A4,NULL,quattro Sport,2.5TD,B6,01/12/2000,01/01/2003,Saloon,0,Manual,Diesel,Turbocharged,2496,180,4X4,6,4,Car
A27283,Audi,A4,NULL,Sport,2,B6,01/12/2000,30/09/2004,Saloon,0,Manual,Petrol,Naturally Aspirated,1984,130,FWD,5,4,Car
A27285,Audi,A4,NULL,T quattro,1.8,B6,01/12/2000,01/01/2002,Saloon,0,Manual,Petrol,Turbocharged,1781,150,4X4,5,4,Car
A27281,Audi,A4,NULL,SE,2,B6,01/12/2000,30/09/2004,Saloon,0,Manual,Petrol,Naturally Aspirated,1984,130,FWD,5,4,Car
A27287,Audi,A4,NULL,T quattro Sport,1.8,B6,01/12/2000,01/01/2002,Saloon,0,Manual,Petrol,Turbocharged,1781,150,4X4,5,4,Car
A27279,Audi,A4,NULL,quattro Sport,3,B6,01/12/2000,01/10/2001,Saloon,0,Manual,Petrol,Naturally Aspirated,2976,220,4X4,5,4,Car
A27282,Audi,A4,NULL,Sport,1.9TD,B6,01/12/2000,01/01/2003,Saloon,0,Manual,Diesel,Turbocharged,1896,130,FWD,5,4,Car
A27288,Audi,A4,NULL,T SE,1.8,B6,01/12/2000,01/01/2002,Saloon,0,Manual,Petrol,Turbocharged,1781,150,FWD,5,4,Car
A27274,Audi,A4,NULL,quattro,2.5TD,B6,01/12/2000,01/01/2003,Saloon,0,Manual,Diesel,Turbocharged,2496,180,4X4,6,4,Car
A27280,Audi,A4,NULL,SE,1.9TD,B6,01/12/2000,01/01/2003,Saloon,0,Manual,Diesel,Turbocharged,1896,130,FWD,5,4,Car
A27276,Audi,A4,NULL,quattro SE,2.5TD,B6,01/12/2000,01/01/2003,Saloon,0,Manual,Diesel,Turbocharged,2496,180,4X4,6,4,Car
A27284,Audi,A4,NULL,T,1.8,B6,01/12/2000,01/01/2002,Saloon,0,Manual,Petrol,Turbocharged,1781,150,FWD,5,4,Car
A27516,Audi,A4,NULL,quattro,3,B6,01/01/2001,31/12/2003,Saloon,0,Automatic,Petrol,Naturally Aspirated,2976,220,4X4,5,4,Car
A27517,Audi,A4,NULL,quattro SE,3,B6,01/01/2001,31/12/2003,Saloon,0,Automatic,Petrol,Naturally Aspirated,2976,220,4X4,5,4,Car
A27515,Audi,A4,NULL,NULL,2,B6,01/01/2001,30/09/2004,Saloon,0,CVT,Petrol,Naturally Aspirated,1984,130,FWD,7,4,Car
A27518,Audi,A4,NULL,quattro Sport,3,B6,01/01/2001,31/12/2003,Saloon,0,Automatic,Petrol,Naturally Aspirated,2976,220,4X4,5,4,Car
A27519,Audi,A4,NULL,SE,2,B6,01/01/2001,30/09/2004,Saloon,0,CVT,Petrol,Naturally Aspirated,1984,130,FWD,7,4,Car
A27520,Audi,A4,NULL,Sport,2,B6,01/01/2001,30/09/2004,Saloon,0,CVT,Petrol,Naturally Aspirated,1984,130,FWD,7,4,Car
A28272,Audi,A4,NULL,NULL,1.9TD,B6,01/05/2001,31/05/2004,Saloon,0,Manual,Diesel,Turbocharged,1896,100,FWD,5,4,Car
A28273,Audi,A4,NULL,SE,1.9TD,B6,01/05/2001,31/05/2004,Saloon,0,Manual,Diesel,Turbocharged,1896,100,FWD,5,4,Car
A28274,Audi,A4,NULL,Sport,1.9TD,B6,01/05/2001,31/05/2004,Saloon,0,Manual,Diesel,Turbocharged,1896,100,FWD,5,4,Car
A28457,Audi,A4,NULL,Sport,1.6,B6,01/06/2001,30/09/2004,Saloon,0,Manual,Petrol,Naturally Aspirated,1595,101,FWD,5,4,Car
A28455,Audi,A4,NULL,NULL,1.6,B6,01/06/2001,30/09/2004,Saloon,0,Manual,Petrol,Naturally Aspirated,1595,101,FWD,5,4,Car
A28456,Audi,A4,NULL,SE,1.6,B6,01/06/2001,30/09/2004,Saloon,0,Manual,Petrol,Naturally Aspirated,1595,101,FWD,5,4,Car
A28641,Audi,A3,NULL,NULL,1.9TD,8L,01/07/2001,01/01/2003,Hatchback,0,Manual,Diesel,Turbocharged,1896,100,FWD,5,3,Car
A28647,Audi,A3,NULL,SE,1.9TD,8L,01/07/2001,01/01/2003,Hatchback,0,Manual,Diesel,Turbocharged,1896,100,FWD,5,3,Car
A28649,Audi,A3,NULL,SE,1.9TD,8L,01/07/2001,01/01/2003,Hatchback,0,Manual,Diesel,Turbocharged,1896,130,FWD,6,3,Car
A28651,Audi,A3,NULL,Sport,1.9TD,8L,01/07/2001,01/01/2003,Hatchback,0,Automatic,Diesel,Turbocharged,1896,100,FWD,5,3,Car
A28652,Audi,A3,NULL,Sport,1.9TD,8L,01/07/2001,01/01/2003,Hatchback,0,Automatic,Diesel,Turbocharged,1896,100,FWD,5,5,Car
A28671,Audi,A4 Avant,NULL,quattro SE,2.5TD,B6,01/07/2001,01/01/2003,Estate,0,Manual,Diesel,Turbocharged,2496,180,4X4,6,5,Car
A28674,Audi,A4 Avant,NULL,quattro SE,3,B6,01/07/2001,30/09/2004,Estate,0,Automatic,Petrol,Naturally Aspirated,2976,220,4X4,5,5,Car
A28678,Audi,A4 Avant,NULL,quattro Sport,3,B6,01/07/2001,30/09/2004,Estate,0,Automatic,Petrol,Naturally Aspirated,2976,220,4X4,5,5,Car
A28686,Audi,A4 Avant,NULL,Sport,2.4,B6,01/07/2001,01/01/2003,Estate,0,Manual,Petrol,Naturally Aspirated,2393,170,FWD,5,5,Car
A28687,Audi,A4 Avant,NULL,Sport,2.4,B6,01/07/2001,31/03/2004,Estate,0,CVT,Petrol,Naturally Aspirated,2393,170,FWD,6,5,Car
A28688,Audi,A4 Avant,NULL,Sport,2.5TD,B6,01/07/2001,01/01/2002,Estate,0,CVT,Diesel,Turbocharged,2496,155,FWD,6,5,Car
A28697,Audi,A4 Avant,NULL,T SE,1.8,B6,01/07/2001,01/07/2002,Estate,0,Manual,Petrol,Turbocharged,1781,150,FWD,5,5,Car
A28639,Audi,A3,NULL,NULL,1.9TD,8L,01/07/2001,01/01/2003,Hatchback,0,Automatic,Diesel,Turbocharged,1896,100,FWD,5,3,Car
A28646,Audi,A3,NULL,SE,1.9TD,8L,01/07/2001,01/01/2003,Hatchback,0,Automatic,Diesel,Turbocharged,1896,100,FWD,5,5,Car
A28675,Audi,A4 Avant,NULL,quattro Sport,2.5TD,B6,01/07/2001,01/01/2003,Estate,0,Manual,Diesel,Turbocharged,2496,180,4X4,6,5,Car
A28682,Audi,A4 Avant,NULL,Sport,1.9TD,B6,01/07/2001,01/01/2003,Estate,0,Manual,Diesel,Turbocharged,1896,130,FWD,5,5,Car
A28691,Audi,A4 Avant,NULL,T,1.8,B6,01/07/2001,01/01/2002,Estate,0,Manual,Petrol,Turbocharged,1781,150,FWD,5,5,Car
A28701,Audi,A4 Avant,NULL,T SE,2,B6,01/07/2001,30/09/2004,Estate,0,Manual,Petrol,Naturally Aspirated,1984,130,FWD,5,5,Car
A28702,Audi,A4 Avant,NULL,T SE,2.4,B6,01/07/2001,01/01/2003,Estate,0,Manual,Petrol,Naturally Aspirated,2393,170,FWD,5,5,Car
A28706,Audi,A4 Avant,NULL,T Sport,1.8,B6,01/07/2001,01/07/2002,Estate,0,CVT,Petrol,Turbocharged,1781,150,FWD,7,5,Car
A28648,Audi,A3,NULL,SE,1.9TD,8L,01/07/2001,01/01/2003,Hatchback,0,Manual,Diesel,Turbocharged,1896,100,FWD,5,5,Car
A28653,Audi,A3,NULL,Sport,1.9TD,8L,01/07/2001,01/01/2003,Hatchback,0,Manual,Diesel,Turbocharged,1896,100,FWD,5,3,Car
A28654,Audi,A3,NULL,Sport,1.9TD,8L,01/07/2001,01/01/2003,Hatchback,0,Manual,Diesel,Turbocharged,1896,100,FWD,5,5,Car
A28658,Audi,A4 Avant,NULL,NULL,1.9TD,B6,01/07/2001,01/01/2002,Estate,0,CVT,Diesel,Turbocharged,1896,130,FWD,7,5,Car
A28662,Audi,A4 Avant,NULL,NULL,2,B6,01/07/2001,30/09/2004,Estate,0,Manual,Petrol,Naturally Aspirated,1984,130,FWD,5,5,Car
A28679,Audi,A4 Avant,NULL,SE,1.9TD,B6,01/07/2001,31/05/2004,Estate,0,Manual,Diesel,Turbocharged,1896,100,FWD,5,5,Car
A28685,Audi,A4 Avant,NULL,Sport,2,B6,01/07/2001,30/09/2004,Estate,0,Manual,Petrol,Naturally Aspirated,1984,130,FWD,5,5,Car
A28689,Audi,A4 Avant,NULL,Sport,2.5TD,B6,01/07/2001,01/01/2002,Estate,0,Manual,Diesel,Turbocharged,2496,155,FWD,6,5,Car
A28696,Audi,A4 Avant,NULL,T SE,1.8,B6,01/07/2001,01/07/2002,Estate,0,CVT,Petrol,Turbocharged,1781,150,FWD,7,5,Car
A28704,Audi,A4 Avant,NULL,T SE,2.5TD,B6,01/07/2001,01/01/2002,Estate,0,CVT,Diesel,Turbocharged,2496,155,FWD,6,5,Car
A28644,Audi,A3,NULL,NULL,1.9TD,8L,01/07/2001,01/01/2003,Hatchback,0,Manual,Diesel,Turbocharged,1896,130,FWD,6,5,Car
A28661,Audi,A4 Avant,NULL,NULL,2,B6,01/07/2001,30/09/2004,Estate,0,CVT,Petrol,Naturally Aspirated,1984,130,FWD,7,5,Car
A28663,Audi,A4 Avant,NULL,NULL,2.4,B6,01/07/2001,01/01/2003,Estate,0,Manual,Petrol,Naturally Aspirated,2393,170,FWD,5,5,Car
A28677,Audi,A4 Avant,NULL,quattro Sport,3,B6,01/07/2001,31/12/2003,Estate,0,Manual,Petrol,Naturally Aspirated,2976,220,4X4,6,5,Car
A28684,Audi,A4 Avant,NULL,Sport,2,B6,01/07/2001,30/09/2004,Estate,0,CVT,Petrol,Naturally Aspirated,1984,130,FWD,7,5,Car
A28698,Audi,A4 Avant,NULL,T SE,1.9TD,B6,01/07/2001,01/01/2002,Estate,0,CVT,Diesel,Turbocharged,1896,130,FWD,7,5,Car
A28643,Audi,A3,NULL,NULL,1.9TD,8L,01/07/2001,01/01/2003,Hatchback,0,Manual,Diesel,Turbocharged,1896,130,FWD,6,3,Car
A28659,Audi,A4 Avant,NULL,NULL,1.9TD,B6,01/07/2001,01/01/2003,Estate,0,Manual,Diesel,Turbocharged,1896,130,FWD,5,5,Car
A28672,Audi,A4 Avant,NULL,quattro SE,2.5TD,B6,01/07/2001,31/03/2004,Estate,0,Automatic,Diesel,Turbocharged,2496,180,4X4,5,5,Car
A28676,Audi,A4 Avant,NULL,quattro Sport,2.5TD,B6,01/07/2001,31/03/2004,Estate,0,Automatic,Diesel,Turbocharged,2496,180,4X4,5,5,Car
A28680,Audi,A4 Avant,NULL,Sport,1.6,B6,01/07/2001,30/09/2004,Estate,0,Manual,Petrol,Naturally Aspirated,1595,101,FWD,5,5,Car
A28692,Audi,A4 Avant,NULL,T quattro,1.8,B6,01/07/2001,01/01/2002,Estate,0,Manual,Petrol,Turbocharged,1781,150,4X4,5,5,Car
A28707,Audi,A4 Avant,NULL,T Sport,1.8,B6,01/07/2001,01/07/2002,Estate,0,Manual,Petrol,Turbocharged,1781,150,FWD,5,5,Car
A28640,Audi,A3,NULL,NULL,1.9TD,8L,01/07/2001,01/01/2003,Hatchback,0,Automatic,Diesel,Turbocharged,1896,100,FWD,5,5,Car
A28657,Audi,A4 Avant,NULL,NULL,1.6,B6,01/07/2001,30/09/2004,Estate,0,Manual,Petrol,Naturally Aspirated,1595,101,FWD,5,5,Car
A28660,Audi,A4 Avant,NULL,NULL,1.9TD,B6,01/07/2001,31/05/2004,Estate,0,Manual,Diesel,Turbocharged,1896,100,FWD,5,5,Car
A28666,Audi,A4 Avant,NULL,NULL,2.5TD,B6,01/07/2001,01/01/2002,Estate,0,Manual,Diesel,Turbocharged,2496,155,FWD,6,5,Car
A28668,Audi,A4 Avant,NULL,quattro,2.5TD,B6,01/07/2001,31/03/2004,Estate,0,Automatic,Diesel,Turbocharged,2496,180,4X4,5,5,Car
