Uvid,Manufacturer,Range,SubRange,Trim,Derivative,Series,RangeStartDate,RangeEndDate,BodyStyle,IsFacelift,Transmission,FuelType,Aspiration,EngineCapacity,PowerBhp,DriveType,GearCount,DoorCount,VehicleClass
A74555,Audi,A5,NULL,SE,2,B8,01/09/2011,30/04/2014,Cabriolet,1,Semi-Automatic,Petrol,Turbocharged,1984,208,4X4,7,2,Car
A74563,Audi,A5,NULL,SE,2.0TD,B8,01/09/2011,30/04/2014,Hatchback,1,CVT,Diesel,Turbocharged,1968,175,FWD,8,5,Car
A74567,Audi,A5,NULL,SE,3.0TD,B8,01/09/2011,03/05/2012,Hatchback,1,CVT,Diesel,Turbocharged,2967,215,FWD,8,5,Car
A74467,Audi,A5,NULL,NULL,1.8,B8,01/09/2011,13/09/2012,Cabriolet,1,CVT,Petrol,Turbocharged,1798,168,FWD,8,2,Car
A74470,Audi,A5,NULL,NULL,1.8,B8,01/09/2011,13/09/2012,Coupe,1,Manual,Petrol,Turbocharged,1798,168,FWD,6,2,Car
A74480,Audi,A5,NULL,NULL,2,B8,01/09/2011,13/09/2012,Cabriolet,1,Semi-Automatic,Petrol,Turbocharged,1984,208,4X4,7,2,Car
A74481,Audi,A5,NULL,NULL,2,B8,01/09/2011,13/09/2012,Coupe,1,CVT,Petrol,Turbocharged,1984,208,FWD,8,2,Car
A74488,Audi,A5,NULL,NULL,2.0TD,B8,01/09/2011,30/04/2014,Hatchback,1,CVT,Diesel,Turbocharged,1968,141,FWD,8,5,Car
A74489,Audi,A5,NULL,NULL,2.0TD,B8,01/09/2011,30/04/2014,Hatchback,1,CVT,Diesel,Turbocharged,1968,175,FWD,8,5,Car
A74504,Audi,A5,NULL,quattro Black Edition,3.0TD,B8,01/09/2011,31/03/2012,Coupe,1,Manual,Diesel,Turbocharged,2967,268,4X4,6,2,Car
A74506,Audi,A5,NULL,quattro S Line,2,B8,01/09/2011,13/09/2012,Coupe,1,Semi-Automatic,Petrol,Turbocharged,1984,208,4X4,7,2,Car
A74541,Audi,A5,NULL,S Line,3.0TD,B8,01/09/2011,30/04/2014,Hatchback,1,Manual,Diesel,Turbocharged,2967,242,4X4,6,5,Car
A74548,Audi,A5,NULL,SE,1.8,B8,01/09/2011,30/04/2014,Hatchback,1,Manual,Petrol,Turbocharged,1798,168,FWD,6,5,Car
A74551,Audi,A5,NULL,SE,2,B8,01/09/2011,03/05/2012,Hatchback,1,CVT,Petrol,Turbocharged,1984,208,FWD,8,5,Car
A74568,Audi,A5,NULL,SE,3.0TD,B8,01/09/2011,03/05/2012,Hatchback,1,Manual,Diesel,Turbocharged,2967,268,4X4,6,5,Car
A74570,Audi,A5,NULL,SE,3.0TD,B8,01/09/2011,13/09/2012,Cabriolet,1,Semi-Automatic,Diesel,Turbocharged,2967,268,4X4,7,2,Car
A74468,Audi,A5,NULL,NULL,1.8,B8,01/09/2011,13/09/2012,Cabriolet,1,Manual,Petrol,Turbocharged,1798,168,FWD,6,2,Car
A74474,Audi,A5,NULL,NULL,2,B8,01/09/2011,31/03/2012,Hatchback,1,Manual,Petrol,Turbocharged,1984,208,FWD,6,5,Car
A74475,Audi,A5,NULL,NULL,2,B8,01/09/2011,03/05/2012,Hatchback,1,CVT,Petrol,Turbocharged,1984,208,FWD,8,5,Car
A74477,Audi,A5,NULL,NULL,2,B8,01/09/2011,03/05/2012,Hatchback,1,Semi-Automatic,Petrol,Turbocharged,1984,208,4X4,7,5,Car
A74479,Audi,A5,NULL,NULL,2,B8,01/09/2011,13/09/2012,Cabriolet,1,Manual,Petrol,Turbocharged,1984,208,FWD,6,2,Car
A74483,Audi,A5,NULL,NULL,2,B8,01/09/2011,13/09/2012,Coupe,1,Semi-Automatic,Petrol,Turbocharged,1984,208,4X4,7,2,Car
A74485,Audi,A5,NULL,NULL,2.0TD,B8,01/09/2011,13/09/2012,Cabriolet,1,Manual,Diesel,Turbocharged,1968,175,FWD,6,2,Car
A74496,Audi,A5,NULL,Black Edition,2,B8,01/09/2011,13/09/2012,Coupe,1,Manual,Petrol,Turbocharged,1984,208,4X4,6,2,Car
A74500,Audi,A5,NULL,Black Edition,3.0TD,B8,01/09/2011,13/09/2012,Coupe,1,CVT,Diesel,Turbocharged,2967,215,FWD,8,2,Car
A74503,Audi,A5,NULL,quattro Black Edition,3,B8,01/09/2011,13/09/2012,Coupe,1,Semi-Automatic,Petrol,Naturally Aspirated,2995,268,4X4,7,2,Car
A74507,Audi,A5,NULL,quattro S Line,2.0TD,B8,01/09/2011,13/09/2012,Coupe,1,Manual,Diesel,Turbocharged,1968,175,4X4,6,2,Car
A74522,Audi,A5,NULL,S Line,2,B8,01/09/2011,31/03/2012,Hatchback,1,Manual,Petrol,Turbocharged,1984,208,FWD,6,5,Car
A74523,Audi,A5,NULL,S Line,2,B8,01/09/2011,03/05/2012,Hatchback,1,CVT,Petrol,Turbocharged,1984,208,FWD,8,5,Car
A74533,Audi,A5,NULL,S Line,2.0TD,B8,01/09/2011,30/04/2014,Cabriolet,1,Manual,Diesel,Turbocharged,1968,175,FWD,6,2,Car
A74534,Audi,A5,NULL,S Line,2.0TD,B8,01/09/2011,30/04/2014,Hatchback,1,CVT,Diesel,Turbocharged,1968,175,FWD,8,5,Car
A74539,Audi,A5,NULL,S Line,3.0TD,B8,01/09/2011,30/04/2014,Cabriolet,1,Semi-Automatic,Diesel,Turbocharged,2967,242,4X4,7,2,Car
A74546,Audi,A5,NULL,SE,1.8,B8,01/09/2011,30/04/2014,Coupe,1,Manual,Petrol,Turbocharged,1798,168,FWD,6,2,Car
A74549,Audi,A5,NULL,SE,2,B8,01/09/2011,31/03/2012,Coupe,1,Manual,Petrol,Turbocharged,1984,208,FWD,6,2,Car
A74553,Audi,A5,NULL,SE,2,B8,01/09/2011,13/09/2012,Coupe,1,CVT,Petrol,Turbocharged,1984,208,FWD,8,2,Car
A74486,Audi,A5,NULL,NULL,2.0TD,B8,01/09/2011,13/09/2012,Coupe,1,CVT,Diesel,Turbocharged,1968,175,FWD,8,2,Car
A74497,Audi,A5,NULL,Black Edition,2.0TD,B8,01/09/2011,13/09/2012,Coupe,1,CVT,Diesel,Turbocharged,1968,175,FWD,8,2,Car
A74508,Audi,A5,NULL,quattro S Line,3,B8,01/09/2011,13/09/2012,Coupe,1,Semi-Automatic,Petrol,Naturally Aspirated,2995,268,4X4,7,2,Car
A74513,Audi,A5,NULL,quattro SE,3.0TD,B8,01/09/2011,31/03/2012,Coupe,1,Manual,Diesel,Turbocharged,2967,268,4X4,6,2,Car
A74515,Audi,A5,NULL,S Line,1.8,B8,01/09/2011,13/09/2012,Coupe,1,CVT,Petrol,Turbocharged,1798,168,FWD,8,2,Car
A74520,Audi,A5,NULL,S Line,1.8,B8,01/09/2011,30/04/2014,Hatchback,1,Manual,Petrol,Turbocharged,1798,168,FWD,6,5,Car
A74525,Audi,A5,NULL,S Line,2,B8,01/09/2011,13/09/2012,Coupe,1,CVT,Petrol,Turbocharged,1984,208,FWD,8,2,Car
A74527,Audi,A5,NULL,S Line,2,B8,01/09/2011,30/04/2014,Cabriolet,1,CVT,Petrol,Turbocharged,1984,208,FWD,8,2,Car
A74529,Audi,A5,NULL,S Line,2,B8,01/09/2011,30/04/2014,Hatchback,1,Manual,Petrol,Turbocharged,1984,208,4X4,6,5,Car
A74545,Audi,A5,NULL,SE,1.8,B8,01/09/2011,30/04/2014,Coupe,1,CVT,Petrol,Turbocharged,1798,168,FWD,8,2,Car
A74547,Audi,A5,NULL,SE,1.8,B8,01/09/2011,30/04/2014,Hatchback,1,CVT,Petrol,Turbocharged,1798,168,FWD,8,5,Car
A74550,Audi,A5,NULL,SE,2,B8,01/09/2011,31/03/2012,Hatchback,1,Manual,Petrol,Turbocharged,1984,208,FWD,6,5,Car
A74554,Audi,A5,NULL,SE,2,B8,01/09/2011,30/04/2014,Cabriolet,1,CVT,Petrol,Turbocharged,1984,208,FWD,8,2,Car
A74556,Audi,A5,NULL,SE,2,B8,01/09/2011,30/04/2014,Coupe,1,Manual,Petrol,Turbocharged,1984,208,4X4,6,2,Car
A74511,Audi,A5,NULL,quattro SE,2,B8,01/09/2011,30/04/2014,Coupe,1,Semi-Automatic,Petrol,Turbocharged,1984,208,4X4,7,2,Car
A74517,Audi,A5,NULL,S Line,1.8,B8,01/09/2011,30/04/2014,Cabriolet,1,CVT,Petrol,Turbocharged,1798,168,FWD,8,2,Car
A74519,Audi,A5,NULL,S Line,1.8,B8,01/09/2011,30/04/2014,Hatchback,1,CVT,Petrol,Turbocharged,1798,168,FWD,8,5,Car
A74531,Audi,A5,NULL,S Line,2.0TD,B8,01/09/2011,13/09/2012,Coupe,1,CVT,Diesel,Turbocharged,1968,175,FWD,8,2,Car
A74542,Audi,A5,NULL,S Line,3.0TD,B8,01/09/2011,30/04/2014,Hatchback,1,Semi-Automatic,Diesel,Turbocharged,2967,242,4X4,7,5,Car
A74559,Audi,A5,NULL,SE,2.0TD,B8,01/09/2011,31/03/2012,Hatchback,1,CVT,Diesel,Turbocharged,1968,141,FWD,8,5,Car
A74471,Audi,A5,NULL,NULL,1.8,B8,01/09/2011,30/04/2014,Hatchback,1,CVT,Petrol,Turbocharged,1798,168,FWD,8,5,Car
A74473,Audi,A5,NULL,NULL,2,B8,01/09/2011,31/03/2012,Coupe,1,Manual,Petrol,Turbocharged,1984,208,FWD,6,2,Car
A74478,Audi,A5,NULL,NULL,2,B8,01/09/2011,13/09/2012,Cabriolet,1,CVT,Petrol,Turbocharged,1984,208,FWD,8,2,Car
A74495,Audi,A5,NULL,Black Edition,2,B8,01/09/2011,13/09/2012,Coupe,1,CVT,Petrol,Turbocharged,1984,208,FWD,8,2,Car
A74502,Audi,A5,NULL,quattro Black Edition,2,B8,01/09/2011,13/09/2012,Coupe,1,Semi-Automatic,Petrol,Turbocharged,1984,208,4X4,7,2,Car
A74505,Audi,A5,NULL,quattro Black Edition,3.0TD,B8,01/09/2011,13/09/2012,Coupe,1,Semi-Automatic,Diesel,Turbocharged,2967,242,4X4,7,2,Car
A74510,Audi,A5,NULL,quattro S Line,3.0TD,B8,01/09/2011,13/09/2012,Coupe,1,Semi-Automatic,Diesel,Turbocharged,2967,268,4X4,7,2,Car
A74514,Audi,A5,NULL,quattro SE,3.0TD,B8,01/09/2011,13/09/2012,Coupe,1,Semi-Automatic,Diesel,Turbocharged,2967,268,4X4,7,2,Car
A74524,Audi,A5,NULL,S Line,2,B8,01/09/2011,13/09/2012,Cabriolet,1,Manual,Petrol,Turbocharged,1984,208,FWD,6,2,Car
A74537,Audi,A5,NULL,S Line,3,B8,01/09/2011,13/09/2012,Cabriolet,1,Semi-Automatic,Petrol,Naturally Aspirated,2995,268,4X4,7,2,Car
A74543,Audi,A5,NULL,SE,1.8,B8,01/09/2011,30/04/2014,Cabriolet,1,CVT,Petrol,Turbocharged,1798,168,FWD,8,2,Car
A74544,Audi,A5,NULL,SE,1.8,B8,01/09/2011,30/04/2014,Cabriolet,1,Manual,Petrol,Turbocharged,1798,168,FWD,6,2,Car
A74558,Audi,A5,NULL,SE,2,B8,01/09/2011,30/04/2014,Hatchback,1,Semi-Automatic,Petrol,Turbocharged,1984,208,4X4,7,5,Car
A74560,Audi,A5,NULL,SE,2.0TD,B8,01/09/2011,13/09/2012,Coupe,1,CVT,Diesel,Turbocharged,1968,175,FWD,8,2,Car
A74569,Audi,A5,NULL,SE,3.0TD,B8,01/09/2011,03/05/2012,Hatchback,1,Semi-Automatic,Diesel,Turbocharged,2967,268,4X4,7,5,Car
A74469,Audi,A5,NULL,NULL,1.8,B8,01/09/2011,13/09/2012,Coupe,1,CVT,Petrol,Turbocharged,1798,168,FWD,8,2,Car
A74487,Audi,A5,NULL,NULL,2.0TD,B8,01/09/2011,13/09/2012,Coupe,1,Manual,Diesel,Turbocharged,1968,175,FWD,6,2,Car
A74492,Audi,A5,NULL,Black Edition,1.8,B8,01/09/2011,03/05/2012,Coupe,1,CVT,Petrol,Turbocharged,1798,168,FWD,8,2,Car
A74493,Audi,A5,NULL,Black Edition,1.8,B8,01/09/2011,13/09/2012,Coupe,1,Manual,Petrol,Turbocharged,1798,168,FWD,6,2,Car
A74498,Audi,A5,NULL,Black Edition,2.0TD,B8,01/09/2011,13/09/2012,Coupe,1,Manual,Diesel,Turbocharged,1968,175,4X4,6,2,Car
A74501,Audi,A5,NULL,quattro,2.0TD,B8,01/09/2011,13/09/2012,Coupe,1,Manual,Diesel,Turbocharged,1968,175,4X4,6,2,Car
A74518,Audi,A5,NULL,S Line,1.8,B8,01/09/2011,30/04/2014,Cabriolet,1,Manual,Petrol,Turbocharged,1798,168,FWD,6,2,Car
A74528,Audi,A5,NULL,S Line,2,B8,01/09/2011,30/04/2014,Cabriolet,1,Semi-Automatic,Petrol,Turbocharged,1984,208,4X4,7,2,Car
A74530,Audi,A5,NULL,S Line,2,B8,01/09/2011,30/04/2014,Hatchback,1,Semi-Automatic,Petrol,Turbocharged,1984,208,4X4,7,5,Car
A74532,Audi,A5,NULL,S Line,2.0TD,B8,01/09/2011,13/09/2012,Coupe,1,Manual,Diesel,Turbocharged,1968,175,FWD,6,2,Car
A74536,Audi,A5,NULL,S Line,2.0TD,B8,01/09/2011,30/04/2014,Hatchback,1,Manual,Diesel,Turbocharged,1968,175,FWD,6,5,Car
A74557,Audi,A5,NULL,SE,2,B8,01/09/2011,30/04/2014,Hatchback,1,Manual,Petrol,Turbocharged,1984,208,4X4,6,5,Car
A74564,Audi,A5,NULL,SE,2.0TD,B8,01/09/2011,30/04/2014,Hatchback,1,Manual,Diesel,Turbocharged,1968,134,FWD,6,5,Car
A74566,Audi,A5,NULL,SE,2.0TD,B8,01/09/2011,30/04/2014,Hatchback,1,Manual,Diesel,Turbocharged,1968,175,FWD,6,5,Car
A74572,Audi,S5,NULL,NULL,3,B8,01/09/2011,13/09/2012,Convertible,0,Semi-Automatic,Petrol,Turbocharged,2995,328,4X4,7,2,Car
A74472,Audi,A5,NULL,NULL,1.8,B8,01/09/2011,30/04/2014,Hatchback,1,Manual,Petrol,Turbocharged,1798,168,FWD,6,5,Car
A74482,Audi,A5,NULL,NULL,2,B8,01/09/2011,13/09/2012,Coupe,1,Manual,Petrol,Turbocharged,1984,208,4X4,6,2,Car
A74491,Audi,A5,NULL,NULL,2.0TD,B8,01/09/2011,30/04/2014,Hatchback,1,Manual,Diesel,Turbocharged,1968,175,FWD,6,5,Car
A74509,Audi,A5,NULL,quattro S Line,3.0TD,B8,01/09/2011,31/03/2012,Coupe,1,Manual,Diesel,Turbocharged,2967,268,4X4,6,2,Car
A74512,Audi,A5,NULL,quattro SE,2.0TD,B8,01/09/2011,30/04/2014,Coupe,1,Manual,Diesel,Turbocharged,1968,175,4X4,6,2,Car
A74516,Audi,A5,NULL,S Line,1.8,B8,01/09/2011,13/09/2012,Coupe,1,Manual,Petrol,Turbocharged,1798,168,FWD,6,2,Car
A74521,Audi,A5,NULL,S Line,2,B8,01/09/2011,31/03/2012,Coupe,1,Manual,Petrol,Turbocharged,1984,208,FWD,6,2,Car
A74526,Audi,A5,NULL,S Line,2,B8,01/09/2011,13/09/2012,Coupe,1,Manual,Petrol,Turbocharged,1984,208,4X4,6,2,Car
A74535,Audi,A5,NULL,S Line,2.0TD,B8,01/09/2011,30/04/2014,Hatchback,1,Manual,Diesel,Turbocharged,1968,175,4X4,6,5,Car
A74538,Audi,A5,NULL,S Line,3.0TD,B8,01/09/2011,13/09/2012,Coupe,1,CVT,Diesel,Turbocharged,2967,215,FWD,8,2,Car
A74540,Audi,A5,NULL,S Line,3.0TD,B8,01/09/2011,30/04/2014,Hatchback,1,CVT,Diesel,Turbocharged,2967,201,FWD,8,5,Car
A74552,Audi,A5,NULL,SE,2,B8,01/09/2011,13/09/2012,Cabriolet,1,Manual,Petrol,Turbocharged,1984,208,FWD,6,2,Car
A74561,Audi,A5,NULL,SE,2.0TD,B8,01/09/2011,30/04/2014,Cabriolet,1,Manual,Diesel,Turbocharged,1968,175,FWD,6,2,Car
A74562,Audi,A5,NULL,SE,2.0TD,B8,01/09/2011,30/04/2014,Coupe,1,Manual,Diesel,Turbocharged,1968,175,FWD,6,2,Car
A74565,Audi,A5,NULL,SE,2.0TD,B8,01/09/2011,30/04/2014,Hatchback,1,Manual,Diesel,Turbocharged,1968,175,4X4,6,5,Car
A74571,Audi,A5,NULL,SE,3.0TD,B8,01/09/2011,13/09/2012,Coupe,1,CVT,Diesel,Turbocharged,2967,215,FWD,8,2,Car
A74573,Audi,S5,NULL,NULL,3,B8,01/09/2011,30/04/2014,Hatchback,1,Semi-Automatic,Petrol,Turbocharged,2995,328,4X4,7,5,Car
A75486,Audi,A3 Cabriolet,NULL,NULL,1.8,8P,11/10/2011,30/09/2014,Cabriolet,0,Manual,Petrol,Turbocharged,1798,158,FWD,6,2,Car
A75572,Audi,A1,NULL,Contrast Edition,1.4,MK1,01/11/2011,13/09/2012,Hatchback,0,Manual,Petrol,Turbocharged,1390,120,FWD,6,3,Car
A75577,Audi,A1,NULL,S Line,1.4,MK1,01/11/2011,31/05/2014,Hatchback,0,Manual,Petrol,Turbocharged,1390,120,FWD,6,5,Car
A75591,Audi,A4,NULL,Black Edition,1.8,B8,01/11/2011,23/02/2014,Saloon,1,Manual,Petrol,Turbocharged,1798,168,FWD,6,4,Car
A75594,Audi,A4,NULL,Black Edition,2.0TD,B8,01/11/2011,23/02/2014,Saloon,1,CVT,Diesel,Turbocharged,1968,141,FWD,8,4,Car
A75595,Audi,A4,NULL,Black Edition,2.0TD,B8,01/11/2011,23/02/2014,Saloon,1,Manual,Diesel,Turbocharged,1968,141,FWD,6,4,Car
A75613,Audi,A4,NULL,quattro SE Technik,2.0TD,B8,01/11/2011,22/11/2012,Saloon,1,Manual,Diesel,Turbocharged,1968,175,4X4,6,4,Car
A75617,Audi,A4,NULL,S Line,2,B8,01/11/2011,22/11/2012,Saloon,1,CVT,Petrol,Turbocharged,1984,208,FWD,8,4,Car
A75644,Audi,A4 Avant,NULL,Black Edition,1.8,B8,01/11/2011,23/02/2014,Estate,1,CVT,Petrol,Turbocharged,1798,168,FWD,8,5,Car
A75652,Audi,A4 Avant,NULL,Black Edition,2.0TD,B8,01/11/2011,30/09/2014,Estate,1,Manual,Diesel,Turbocharged,1968,175,FWD,6,5,Car
A75655,Audi,A4 Avant,NULL,quattro Black Edition,2,B8,01/11/2011,23/02/2014,Estate,1,Semi-Automatic,Petrol,Turbocharged,1984,208,4X4,7,5,Car
A75660,Audi,A4 Avant,NULL,quattro S Line,2,B8,01/11/2011,23/02/2014,Estate,1,Semi-Automatic,Petrol,Turbocharged,1984,208,4X4,7,5,Car
A75687,Audi,A4 Avant,NULL,SE,2.0TD,B8,01/11/2011,22/11/2012,Estate,1,Manual,Diesel,Turbocharged,1968,161,FWD,6,5,Car
A75694,Audi,A4 Avant,NULL,SE Technik,2.0TD,B8,01/11/2011,22/11/2012,Estate,1,Manual,Diesel,Turbocharged,1968,161,FWD,6,5,Car
A75569,Audi,A1,NULL,Black Edition,1.4,MK1,01/11/2011,31/05/2014,Hatchback,0,Semi-Automatic,Petrol,Turbocharged,1390,182,FWD,7,3,Car
A75570,Audi,A1,NULL,Black Edition,2.0TD,MK1,01/11/2011,31/05/2014,Hatchback,0,Manual,Diesel,Turbocharged,1968,140,FWD,6,3,Car
A75573,Audi,A1,NULL,Contrast Edition,1.4,MK1,01/11/2011,13/09/2012,Hatchback,0,Semi-Automatic,Petrol,Turbocharged,1390,120,FWD,7,3,Car
A75576,Audi,A1,NULL,S Line,1.2,MK1,01/11/2011,31/05/2014,Hatchback,0,Manual,Petrol,Turbocharged,1197,85,FWD,5,5,Car
A75588,Audi,A1,NULL,Sport,2.0TD,MK1,01/11/2011,13/09/2012,Hatchback,0,Manual,Diesel,Turbocharged,1968,140,FWD,6,3,Car
A75597,Audi,A4,NULL,Black Edition,3.0TD,B8,01/11/2011,22/11/2012,Saloon,1,CVT,Diesel,Turbocharged,2967,201,FWD,8,4,Car
A75599,Audi,A4,NULL,quattro Black Edition,2,B8,01/11/2011,23/02/2014,Saloon,1,Semi-Automatic,Petrol,Turbocharged,1984,208,4X4,7,4,Car
A75602,Audi,A4,NULL,quattro Black Edition,3.0TD,B8,01/11/2011,22/11/2012,Saloon,1,Semi-Automatic,Diesel,Turbocharged,2967,268,4X4,7,4,Car
A75619,Audi,A4,NULL,S Line,2.0TD,B8,01/11/2011,23/02/2014,Saloon,1,CVT,Diesel,Turbocharged,1968,141,FWD,8,4,Car
A75625,Audi,A4,NULL,SE,1.8,B8,01/11/2011,23/02/2014,Saloon,1,Manual,Petrol,Turbocharged,1798,168,FWD,6,4,Car
A75637,Audi,A4,NULL,SE Technik,2.0TD,B8,01/11/2011,22/11/2012,Saloon,1,Manual,Diesel,Turbocharged,1968,175,FWD,6,4,Car
A75650,Audi,A4 Avant,NULL,Black Edition,2.0TD,B8,01/11/2011,23/02/2014,Estate,1,Manual,Diesel,Turbocharged,1968,141,FWD,6,5,Car
A75653,Audi,A4 Avant,NULL,Black Edition,3.0TD,B8,01/11/2011,22/11/2012,Estate,1,CVT,Diesel,Turbocharged,2967,201,FWD,8,5,Car
A75654,Audi,A4 Avant,NULL,quattro Black Edition,2,B8,01/11/2011,22/11/2012,Estate,1,Manual,Petrol,Turbocharged,1984,208,4X4,6,5,Car
A75669,Audi,A4 Avant,NULL,quattro SE Technik,2.0TD,B8,01/11/2011,22/11/2012,Estate,1,Manual,Diesel,Turbocharged,1968,175,4X4,6,5,Car
A75672,Audi,A4 Avant,NULL,S Line,1.8,B8,01/11/2011,23/02/2014,Estate,1,Manual,Petrol,Turbocharged,1798,168,FWD,6,5,Car
A75680,Audi,A4 Avant,NULL,SE,1.8,B8,01/11/2011,23/02/2014,Estate,1,CVT,Petrol,Turbocharged,1798,168,FWD,8,5,Car
A75682,Audi,A4 Avant,NULL,SE,1.8,B8,01/11/2011,23/02/2014,Estate,1,Manual,Petrol,Turbocharged,1798,168,FWD,6,5,Car
A75699,Audi,A5,NULL,SE,2.0TD,B8,01/11/2011,30/04/2014,Cabriolet,1,CVT,Diesel,Turbocharged,1968,175,FWD,8,2,Car
A75703,Audi,S4 Avant,NULL,Black Edition,3,B8,01/11/2011,23/02/2014,Estate,0,Semi-Automatic,Petrol,Turbocharged,2995,328,4X4,7,5,Car
A75581,Audi,A1,NULL,S Line,2.0TD,MK1,01/11/2011,13/09/2012,Hatchback,0,Manual,Diesel,Turbocharged,1968,140,FWD,6,3,Car
A75583,Audi,A1,NULL,SE,1.6TD,MK1,01/11/2011,31/05/2014,Hatchback,0,Manual,Diesel,Turbocharged,1598,104,FWD,5,5,Car
A75586,Audi,A1,NULL,Sport,1.4,MK1,01/11/2011,31/05/2014,Hatchback,0,Semi-Automatic,Petrol,Turbocharged,1390,120,FWD,7,5,Car
A75593,Audi,A4,NULL,Black Edition,2.0TD,B8,01/11/2011,22/11/2012,Saloon,1,CVT,Diesel,Turbocharged,1968,175,FWD,8,4,Car
A75601,Audi,A4,NULL,quattro Black Edition,3.0TD,B8,01/11/2011,22/11/2012,Saloon,1,Manual,Diesel,Turbocharged,2967,268,4X4,6,4,Car
A75604,Audi,A4,NULL,quattro S Line,2,B8,01/11/2011,23/02/2014,Saloon,1,Semi-Automatic,Petrol,Turbocharged,1984,208,4X4,7,4,Car
A75608,Audi,A4,NULL,quattro SE,2,B8,01/11/2011,23/02/2014,Saloon,1,Manual,Petrol,Turbocharged,1984,208,4X4,6,4,Car
A75631,Audi,A4,NULL,SE,2.0TD,B8,01/11/2011,23/02/2014,Saloon,1,CVT,Diesel,Turbocharged,1968,141,FWD,8,4,Car
A75645,Audi,A4 Avant,NULL,Black Edition,1.8,B8,01/11/2011,23/02/2014,Estate,1,Manual,Petrol,Turbocharged,1798,118,FWD,6,5,Car
A75646,Audi,A4 Avant,NULL,Black Edition,1.8,B8,01/11/2011,23/02/2014,Estate,1,Manual,Petrol,Turbocharged,1798,168,FWD,6,5,Car
A75658,Audi,A4 Avant,NULL,quattro Black Edition,3.0TD,B8,01/11/2011,23/02/2014,Estate,1,Semi-Automatic,Diesel,Turbocharged,2967,268,4X4,7,5,Car
A75659,Audi,A4 Avant,NULL,quattro S Line,2,B8,01/11/2011,23/02/2014,Estate,1,Manual,Petrol,Turbocharged,1984,208,4X4,6,5,Car
A75662,Audi,A4 Avant,NULL,quattro S Line,3.0TD,B8,01/11/2011,22/11/2012,Estate,1,Manual,Diesel,Turbocharged,2967,268,4X4,6,5,Car
A75667,Audi,A4 Avant,NULL,quattro SE,3.0TD,B8,01/11/2011,03/05/2012,Estate,1,Manual,Diesel,Turbocharged,2967,268,4X4,6,5,Car
A75686,Audi,A4 Avant,NULL,SE,2.0TD,B8,01/11/2011,22/11/2012,Estate,1,Manual,Diesel,Turbocharged,1968,141,FWD,6,5,Car
A75688,Audi,A4 Avant,NULL,SE,2.0TD,B8,01/11/2011,22/11/2012,Estate,1,Manual,Diesel,Turbocharged,1968,175,FWD,6,5,Car
A75575,Audi,A1,NULL,Contrast Edition,2.0TD,MK1,01/11/2011,13/09/2012,Hatchback,0,Manual,Diesel,Turbocharged,1968,140,FWD,6,3,Car
A75584,Audi,A1,NULL,Sport,1.2,MK1,01/11/2011,31/05/2014,Hatchback,0,Manual,Petrol,Turbocharged,1197,85,FWD,5,5,Car
A75587,Audi,A1,NULL,Sport,1.6TD,MK1,01/11/2011,31/05/2014,Hatchback,0,Manual,Diesel,Turbocharged,1598,104,FWD,5,5,Car
A75603,Audi,A4,NULL,quattro S Line,2,B8,01/11/2011,22/11/2012,Saloon,1,Manual,Petrol,Turbocharged,1984,208,4X4,6,4,Car
A75610,Audi,A4,NULL,quattro SE,2.0TD,B8,01/11/2011,22/11/2012,Saloon,1,Manual,Diesel,Turbocharged,1968,175,4X4,6,4,Car
A75611,Audi,A4,NULL,quattro SE,3.0TD,B8,01/11/2011,22/11/2012,Saloon,1,Manual,Diesel,Turbocharged,2967,268,4X4,6,4,Car
A75622,Audi,A4,NULL,S Line,3.0TD,B8,01/11/2011,22/11/2012,Saloon,1,CVT,Diesel,Turbocharged,2967,201,FWD,8,4,Car
A75623,Audi,A4,NULL,SE,1.8,B8,01/11/2011,23/02/2014,Saloon,1,CVT,Petrol,Turbocharged,1798,168,FWD,8,4,Car
A75629,Audi,A4,NULL,SE,2.0TD,B8,01/11/2011,22/11/2012,Saloon,1,Manual,Diesel,Turbocharged,1968,161,FWD,6,4,Car
A75630,Audi,A4,NULL,SE,2.0TD,B8,01/11/2011,22/11/2012,Saloon,1,Manual,Diesel,Turbocharged,1968,175,FWD,6,4,Car
A75643,Audi,A4 allroad,NULL,quattro,3.0TD,B8,01/11/2011,23/02/2014,Estate,1,Semi-Automatic,Diesel,Turbocharged,2967,268,4X4,7,5,Car
A75663,Audi,A4 Avant,NULL,quattro S Line,3.0TD,B8,01/11/2011,23/02/2014,Estate,1,Semi-Automatic,Diesel,Turbocharged,2967,268,4X4,7,5,Car
A75664,Audi,A4 Avant,NULL,quattro SE,2,B8,01/11/2011,23/02/2014,Estate,1,Manual,Petrol,Turbocharged,1984,208,4X4,6,5,Car
A75678,Audi,A4 Avant,NULL,S Line,2.0TD,B8,01/11/2011,30/09/2014,Estate,1,Manual,Diesel,Turbocharged,1968,175,FWD,6,5,Car
A75683,Audi,A4 Avant,NULL,SE,2,B8,01/11/2011,22/11/2012,Estate,1,CVT,Petrol,Turbocharged,1984,208,FWD,8,5,Car
A75689,Audi,A4 Avant,NULL,SE,2.0TD,B8,01/11/2011,23/02/2014,Estate,1,CVT,Diesel,Turbocharged,1968,141,FWD,8,5,Car
